timestamp,readabletime,type,status,domain,client,category
1763700328,11/21/2025 4:45:28,2,2,nrdp.prod.ftl.netflix.com,192.168.1.190,Other
1763700328,11/21/2025 4:45:28,6,3,190.1.168.192.in-addr.arpa,127.0.0.1,Ads
1763700328,11/21/2025 4:45:28,6,2,222.222.67.208.in-addr.arpa,127.0.0.1,Ads
1763700328,11/21/2025 4:45:28,6,2,220.220.67.208.in-addr.arpa,127.0.0.1,Ads
1763700329,11/21/2025 4:45:29,6,3,1.0.0.127.in-addr.arpa,127.0.0.1,Ads
1763700337,11/21/2025 4:45:37,1,3,nrdp.prod.ftl.netflix.com,192.168.1.190,Other
1763700349,11/21/2025 4:45:49,16,2,www.google.com,192.168.1.243,Other
1763700349,11/21/2025 4:45:49,1,2,www.google.com,192.168.1.243,Other
1763700350,11/21/2025 4:45:50,6,3,243.1.168.192.in-addr.arpa,127.0.0.1,Ads
1763700360,11/21/2025 4:46:00,16,1,beacons.gcp.gvt2.com,192.168.1.243,Other
1763700360,11/21/2025 4:46:00,1,1,beacons.gcp.gvt2.com,192.168.1.243,Other
1763700360,11/21/2025 4:46:00,16,1,beacons.gvt2.com,192.168.1.243,Other
1763700360,11/21/2025 4:46:00,1,1,beacons.gvt2.com,192.168.1.243,Other
1763700360,11/21/2025 4:46:00,16,1,beacons2.gvt2.com,192.168.1.243,Other
1763700360,11/21/2025 4:46:00,1,1,beacons2.gvt2.com,192.168.1.243,Other
1763700364,11/21/2025 4:46:04,16,2,clients4.google.com,192.168.1.243,Other
1763700364,11/21/2025 4:46:04,1,2,clients4.google.com,192.168.1.243,Other
1763700365,11/21/2025 4:46:05,16,1,beacons3.gvt2.com,192.168.1.243,Other
1763700365,11/21/2025 4:46:05,1,1,beacons3.gvt2.com,192.168.1.243,Other
1763700365,11/21/2025 4:46:05,16,1,beacons4.gvt2.com,192.168.1.243,Other
1763700365,11/21/2025 4:46:05,1,1,beacons4.gvt2.com,192.168.1.243,Other
1763700365,11/21/2025 4:46:05,16,1,beacons5.gvt2.com,192.168.1.243,Other
1763700365,11/21/2025 4:46:05,1,1,beacons5.gvt2.com,192.168.1.243,Other
1763700365,11/21/2025 4:46:05,16,9,beacons5.gvt3.com,192.168.1.243,Other
1763700365,11/21/2025 4:46:05,1,9,beacons5.gvt3.com,192.168.1.243,Other
1763700395,11/21/2025 4:46:35,16,2,espresso-pa.clients6.google.com,192.168.1.243,Other
1763700395,11/21/2025 4:46:35,1,2,espresso-pa.clients6.google.com,192.168.1.243,Other
1763700403,11/21/2025 4:46:43,1,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763700403,11/21/2025 4:46:43,2,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763700403,11/21/2025 4:46:43,1,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763700403,11/21/2025 4:46:43,2,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763700412,11/21/2025 4:46:52,1,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763700412,11/21/2025 4:46:52,2,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763700412,11/21/2025 4:46:52,1,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763700412,11/21/2025 4:46:52,2,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763700434,11/21/2025 4:47:14,1,2,config-cd-dmgz.bamgrid.com,192.168.1.190,Other
1763700434,11/21/2025 4:47:14,2,2,config-cd-dmgz.bamgrid.com,192.168.1.190,Other
1763700435,11/21/2025 4:47:15,1,2,disney-curated-partner-feeds-prod.bamgrid.com,192.168.1.190,Other
1763700435,11/21/2025 4:47:15,2,2,disney-curated-partner-feeds-prod.bamgrid.com,192.168.1.190,Other
1763700441,11/21/2025 4:47:21,1,2,mobile.events.data.microsoft.com,192.168.1.243,Other
1763700441,11/21/2025 4:47:21,1,3,mobile.events.data.microsoft.com,192.168.1.243,Other
1763700449,11/21/2025 4:47:29,1,2,bag.itunes.apple.com,192.168.1.190,Other
1763700449,11/21/2025 4:47:29,2,2,bag.itunes.apple.com,192.168.1.190,Other
1763700453,11/21/2025 4:47:33,16,2,clients2.google.com,192.168.1.243,Other
1763700453,11/21/2025 4:47:33,1,2,clients2.google.com,192.168.1.243,Other
1763700453,11/21/2025 4:47:33,16,2,e2c66.gcp.gvt2.com,192.168.1.243,Other
1763700453,11/21/2025 4:47:33,1,2,e2c66.gcp.gvt2.com,192.168.1.243,Other
1763700487,11/21/2025 4:48:07,1,2,ecs.office.com,192.168.1.243,Other
1763700492,11/21/2025 4:48:12,1,2,unagi-na.amazon.com,192.168.1.190,IoT Telemetry
1763700492,11/21/2025 4:48:12,2,2,unagi-na.amazon.com,192.168.1.190,IoT Telemetry
1763700497,11/21/2025 4:48:17,16,2,platform.virdocs.com,192.168.1.243,Other
1763700497,11/21/2025 4:48:17,1,2,platform.virdocs.com,192.168.1.243,Other
1763700497,11/21/2025 4:48:17,16,14,platform.virdocs.com,192.168.1.243,Other
1763700497,11/21/2025 4:48:17,1,14,platform.virdocs.com,192.168.1.243,Other
1763700543,11/21/2025 4:49:03,16,17,espresso-pa.clients6.google.com,192.168.1.243,Other
1763700543,11/21/2025 4:49:03,1,3,espresso-pa.clients6.google.com,192.168.1.243,Other
1763700543,11/21/2025 4:49:03,16,2,e2c40.gcp.gvt2.com,192.168.1.243,Other
1763700543,11/21/2025 4:49:03,1,2,e2c40.gcp.gvt2.com,192.168.1.243,Other
1763700603,11/21/2025 4:50:03,16,2,waa-pa.clients6.google.com,192.168.1.243,Other
1763700603,11/21/2025 4:50:03,1,2,waa-pa.clients6.google.com,192.168.1.243,Other
1763700620,11/21/2025 4:50:20,1,2,config.teams.microsoft.com,192.168.1.243,Other
1763700677,11/21/2025 4:51:17,16,3,platform.virdocs.com,192.168.1.243,Other
1763700677,11/21/2025 4:51:17,1,17,platform.virdocs.com,192.168.1.243,Other
1763700677,11/21/2025 4:51:17,16,2,google.com,192.168.1.243,Other
1763700677,11/21/2025 4:51:17,1,2,google.com,192.168.1.243,Other
1763700690,11/21/2025 4:51:30,1,2,webconnectorclientapp.config-cdn.a.intuit.com,192.168.1.243,Other
1763700737,11/21/2025 4:52:17,16,3,platform.virdocs.com,192.168.1.243,Other
1763700737,11/21/2025 4:52:17,1,17,platform.virdocs.com,192.168.1.243,Other
1763700756,11/21/2025 4:52:36,16,1,beacons4.gvt2.com,192.168.1.243,Other
1763700756,11/21/2025 4:52:36,1,1,beacons4.gvt2.com,192.168.1.243,Other
1763700759,11/21/2025 4:52:39,16,17,clients2.google.com,192.168.1.243,Other
1763700759,11/21/2025 4:52:39,1,17,clients2.google.com,192.168.1.243,Other
1763700771,11/21/2025 4:52:51,1,2,aluwsv2.acer.com,192.168.1.243,Other
1763700771,11/21/2025 4:52:51,1,2,aluwsv2.acer.com,192.168.1.243,Other
1763700782,11/21/2025 4:53:02,16,2,addons-pa.clients6.google.com,192.168.1.243,Ads
1763700782,11/21/2025 4:53:02,1,2,addons-pa.clients6.google.com,192.168.1.243,Ads
1763700814,11/21/2025 4:53:34,16,17,espresso-pa.clients6.google.com,192.168.1.243,Other
1763700814,11/21/2025 4:53:34,1,17,espresso-pa.clients6.google.com,192.168.1.243,Other
1763700821,11/21/2025 4:53:41,1,2,osb-v2.samsungqbe.com,192.168.1.190,IoT Telemetry
1763700821,11/21/2025 4:53:41,2,2,osb-v2.samsungqbe.com,192.168.1.190,IoT Telemetry
1763700824,11/21/2025 4:53:44,1,2,public-assets.xtrivdfw.com,192.168.1.190,Other
1763700824,11/21/2025 4:53:44,2,2,public-assets.xtrivdfw.com,192.168.1.190,Other
1763700824,11/21/2025 4:53:44,1,2,edito-mgr.blacknut.com,192.168.1.190,Other
1763700824,11/21/2025 4:53:44,2,2,edito-mgr.blacknut.com,192.168.1.190,Other
1763700825,11/21/2025 4:53:45,1,2,cdn.antstream.com,192.168.1.190,Other
1763700825,11/21/2025 4:53:45,2,2,cdn.antstream.com,192.168.1.190,Other
1763700825,11/21/2025 4:53:45,1,2,tizen.blacknut.com,192.168.1.190,Other
1763700825,11/21/2025 4:53:45,2,2,tizen.blacknut.com,192.168.1.190,Other
1763700844,11/21/2025 4:54:04,2,1,logs.netflix.com,192.168.1.190,Other
1763700844,11/21/2025 4:54:04,1,1,logs.netflix.com,192.168.1.190,Other
1763700857,11/21/2025 4:54:17,16,17,platform.virdocs.com,192.168.1.243,Other
1763700857,11/21/2025 4:54:17,1,3,platform.virdocs.com,192.168.1.243,Other
1763700865,11/21/2025 4:54:25,2,1,logs.netflix.com,192.168.1.190,Other
1763700865,11/21/2025 4:54:25,1,1,logs.netflix.com,192.168.1.190,Other
1763700883,11/21/2025 4:54:43,16,1,beacons2.gvt2.com,192.168.1.243,Other
1763700883,11/21/2025 4:54:43,1,1,beacons2.gvt2.com,192.168.1.243,Other
1763700884,11/21/2025 4:54:44,16,3,clients2.google.com,192.168.1.243,Other
1763700884,11/21/2025 4:54:44,1,3,clients2.google.com,192.168.1.243,Other
1763700884,11/21/2025 4:54:44,1,2,self.events.data.microsoft.com,192.168.1.243,Other
1763700885,11/21/2025 4:54:45,1,3,wpad.lan,192.168.1.243,Ads
1763700885,11/21/2025 4:54:45,1,3,wpad.lan,192.168.1.243,Ads
1763700886,11/21/2025 4:54:46,2,1,logs.netflix.com,192.168.1.190,Other
1763700886,11/21/2025 4:54:46,1,1,logs.netflix.com,192.168.1.190,Other
1763700901,11/21/2025 4:55:01,16,17,espresso-pa.clients6.google.com,192.168.1.243,Other
1763700901,11/21/2025 4:55:01,1,3,espresso-pa.clients6.google.com,192.168.1.243,Other
1763700903,11/21/2025 4:55:03,16,17,waa-pa.clients6.google.com,192.168.1.243,Other
1763700903,11/21/2025 4:55:03,1,3,waa-pa.clients6.google.com,192.168.1.243,Other
1763700907,11/21/2025 4:55:07,2,1,logs.netflix.com,192.168.1.190,Other
1763700907,11/21/2025 4:55:07,1,1,logs.netflix.com,192.168.1.190,Other
1763700908,11/21/2025 4:55:08,16,2,accounts.google.com,192.168.1.243,Other
1763700908,11/21/2025 4:55:08,1,2,accounts.google.com,192.168.1.243,Other
1763700929,11/21/2025 4:55:29,2,1,logs.netflix.com,192.168.1.190,Other
1763700929,11/21/2025 4:55:29,1,1,logs.netflix.com,192.168.1.190,Other
1763700937,11/21/2025 4:55:37,16,2,config.edge.skype.com,192.168.1.243,Other
1763700937,11/21/2025 4:55:37,1,2,config.edge.skype.com,192.168.1.243,Other
1763700937,11/21/2025 4:55:37,16,2,edge.microsoft.com,192.168.1.243,Other
1763700937,11/21/2025 4:55:37,1,2,edge.microsoft.com,192.168.1.243,Other
1763700937,11/21/2025 4:55:37,1,3,wpad.lan,192.168.1.243,Ads
1763700937,11/21/2025 4:55:37,16,2,clientservices.googleapis.com,192.168.1.243,Other
1763700937,11/21/2025 4:55:37,1,2,clientservices.googleapis.com,192.168.1.243,Other
1763700937,11/21/2025 4:55:37,16,3,config.edge.skype.com,192.168.1.243,Other
1763700937,11/21/2025 4:55:37,1,3,config.edge.skype.com,192.168.1.243,Other
1763700939,11/21/2025 4:55:39,16,3,edge.microsoft.com,192.168.1.243,Other
1763700939,11/21/2025 4:55:39,1,3,edge.microsoft.com,192.168.1.243,Other
1763700939,11/21/2025 4:55:39,16,2,arc.msn.com,192.168.1.243,Other
1763700939,11/21/2025 4:55:39,1,2,arc.msn.com,192.168.1.243,Other
1763700939,11/21/2025 4:55:39,1,2,login.live.com,192.168.1.243,Other
1763700939,11/21/2025 4:55:39,16,3,edge.microsoft.com,192.168.1.243,Other
1763700939,11/21/2025 4:55:39,1,3,edge.microsoft.com,192.168.1.243,Other
1763700939,11/21/2025 4:55:39,16,2,substrate.office.com,192.168.1.243,Other
1763700939,11/21/2025 4:55:39,1,2,substrate.office.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,2,api.edgeoffer.microsoft.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,2,api.edgeoffer.microsoft.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,2,ntp.msn.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,2,ntp.msn.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,17,clients4.google.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,17,clients4.google.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,2,www.bing.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,2,www.bing.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,2,assets.msn.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,2,assets.msn.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,2,img-s-msn-com.akamaized.net,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,2,img-s-msn-com.akamaized.net,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,1,sb.scorecardresearch.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,1,sb.scorecardresearch.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,2,th.bing.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,2,th.bing.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,3,www.bing.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,3,www.bing.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,2,c.msn.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,2,c.msn.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,1,c.bing.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,1,c.bing.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,2,api.msn.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,2,api.msn.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,16,2,prod.rewardsplatform.microsoft.com,192.168.1.243,Other
1763700940,11/21/2025 4:55:40,1,2,prod.rewardsplatform.microsoft.com,192.168.1.243,Other
1763700941,11/21/2025 4:55:41,1,2,settings-win.data.microsoft.com,192.168.1.243,Other
1763700942,11/21/2025 4:55:42,1,2,onedrive.live.com,192.168.1.243,Other
1763700945,11/21/2025 4:55:45,16,2,functional.events.data.microsoft.com,192.168.1.243,Other
1763700945,11/21/2025 4:55:45,1,2,functional.events.data.microsoft.com,192.168.1.243,Other
1763700947,11/21/2025 4:55:47,1,3,wpad.lan,192.168.1.243,Ads
1763700950,11/21/2025 4:55:50,2,1,logs.netflix.com,192.168.1.190,Other
1763700950,11/21/2025 4:55:50,1,1,logs.netflix.com,192.168.1.190,Other
1763700956,11/21/2025 4:55:56,1,17,mobile.events.data.microsoft.com,192.168.1.243,Other
1763700956,11/21/2025 4:55:56,1,17,mobile.events.data.microsoft.com,192.168.1.243,Other
1763700957,11/21/2025 4:55:57,1,2,storage.live.com,192.168.1.243,Other
1763700957,11/21/2025 4:55:57,1,2,storage.live.com,192.168.1.243,Other
1763700957,11/21/2025 4:55:57,1,2,onedriveclucproddm20005.blob.core.windows.net,192.168.1.243,Other
1763700958,11/21/2025 4:55:58,1,3,onedriveclucproddm20005.blob.core.windows.net,192.168.1.243,Other
1763700968,11/21/2025 4:56:08,16,2,edge-consumer-static.azureedge.net,192.168.1.243,Other
1763700968,11/21/2025 4:56:08,1,2,edge-consumer-static.azureedge.net,192.168.1.243,Other
1763700970,11/21/2025 4:56:10,16,3,substrate.office.com,192.168.1.243,Other
1763700970,11/21/2025 4:56:10,1,3,substrate.office.com,192.168.1.243,Other
1763700971,11/21/2025 4:56:11,2,1,logs.netflix.com,192.168.1.190,Other
1763700971,11/21/2025 4:56:11,1,1,logs.netflix.com,192.168.1.190,Other
1763700976,11/21/2025 4:56:16,1,17,config-cd-dmgz.bamgrid.com,192.168.1.190,Other
1763700976,11/21/2025 4:56:16,2,17,config-cd-dmgz.bamgrid.com,192.168.1.190,Other
1763700977,11/21/2025 4:56:17,1,17,disney-curated-partner-feeds-prod.bamgrid.com,192.168.1.190,Other
1763700977,11/21/2025 4:56:17,2,17,disney-curated-partner-feeds-prod.bamgrid.com,192.168.1.190,Other
1763700977,11/21/2025 4:56:17,16,3,platform.virdocs.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,1,3,platform.virdocs.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,16,3,clients2.google.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,1,3,clients2.google.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,16,1,beacons3.gvt2.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,1,1,beacons3.gvt2.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,16,1,beacons4.gvt2.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,1,1,beacons4.gvt2.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,16,2,play.google.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,1,2,play.google.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,16,1,beacons5.gvt2.com,192.168.1.243,Other
1763700977,11/21/2025 4:56:17,1,1,beacons5.gvt2.com,192.168.1.243,Other
1763700980,11/21/2025 4:56:20,16,9,beacons5.gvt3.com,192.168.1.243,Other
1763700980,11/21/2025 4:56:20,1,9,beacons5.gvt3.com,192.168.1.243,Other
1763700992,11/21/2025 4:56:32,2,1,logs.netflix.com,192.168.1.190,Other
1763700992,11/21/2025 4:56:32,1,1,logs.netflix.com,192.168.1.190,Other
1763700993,11/21/2025 4:56:33,1,3,bag.itunes.apple.com,192.168.1.190,Other
1763700993,11/21/2025 4:56:33,2,3,bag.itunes.apple.com,192.168.1.190,Other
1763700998,11/21/2025 4:56:38,16,2,edge-cloud-resource-static.azureedge.net,192.168.1.243,Other
1763700998,11/21/2025 4:56:38,1,2,edge-cloud-resource-static.azureedge.net,192.168.1.243,Other
1763700998,11/21/2025 4:56:38,1,3,wpad.lan,192.168.1.243,Ads
1763701003,11/21/2025 4:56:43,1,2,msedge.b.tlu.dl.delivery.mp.microsoft.com,192.168.1.243,Other
1763701003,11/21/2025 4:56:43,1,2,msedge.b.tlu.dl.delivery.mp.microsoft.com,192.168.1.243,Other
1763701012,11/21/2025 4:56:52,1,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763701012,11/21/2025 4:56:52,2,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763701012,11/21/2025 4:56:52,1,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763701012,11/21/2025 4:56:52,2,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763701012,11/21/2025 4:56:52,16,2,docs.google.com,192.168.1.243,Other
1763701012,11/21/2025 4:56:52,1,2,docs.google.com,192.168.1.243,Other
1763701013,11/21/2025 4:56:53,2,1,logs.netflix.com,192.168.1.190,Other
1763701013,11/21/2025 4:56:53,1,1,logs.netflix.com,192.168.1.190,Other
1763701019,11/21/2025 4:56:59,16,3,edge.microsoft.com,192.168.1.243,Other
1763701019,11/21/2025 4:56:59,1,3,edge.microsoft.com,192.168.1.243,Other
1763701031,11/21/2025 4:57:11,1,17,ecs.office.com,192.168.1.243,Other
1763701033,11/21/2025 4:57:13,16,17,espresso-pa.clients6.google.com,192.168.1.243,Other
1763701033,11/21/2025 4:57:13,1,3,espresso-pa.clients6.google.com,192.168.1.243,Other
1763701034,11/21/2025 4:57:14,1,17,unagi-na.amazon.com,192.168.1.190,IoT Telemetry
1763701034,11/21/2025 4:57:14,2,17,unagi-na.amazon.com,192.168.1.190,IoT Telemetry
1763701034,11/21/2025 4:57:14,2,1,logs.netflix.com,192.168.1.190,Other
1763701034,11/21/2025 4:57:14,1,1,logs.netflix.com,192.168.1.190,Other
1763701055,11/21/2025 4:57:35,2,1,logs.netflix.com,192.168.1.190,Other
1763701055,11/21/2025 4:57:35,1,1,logs.netflix.com,192.168.1.190,Other
1763701076,11/21/2025 4:57:56,2,1,logs.netflix.com,192.168.1.190,Other
1763701076,11/21/2025 4:57:56,1,1,logs.netflix.com,192.168.1.190,Other
1763701097,11/21/2025 4:58:17,16,3,platform.virdocs.com,192.168.1.243,Other
1763701097,11/21/2025 4:58:17,1,17,platform.virdocs.com,192.168.1.243,Other
1763701097,11/21/2025 4:58:17,2,1,logs.netflix.com,192.168.1.190,Other
1763701097,11/21/2025 4:58:17,1,1,logs.netflix.com,192.168.1.190,Other
1763701100,11/21/2025 4:58:20,16,3,clients2.google.com,192.168.1.243,Other
1763701100,11/21/2025 4:58:20,1,3,clients2.google.com,192.168.1.243,Other
1763701112,11/21/2025 4:58:32,16,3,edge.microsoft.com,192.168.1.243,Other
1763701112,11/21/2025 4:58:32,1,3,edge.microsoft.com,192.168.1.243,Other
1763701119,11/21/2025 4:58:39,2,1,logs.netflix.com,192.168.1.190,Other
1763701119,11/21/2025 4:58:39,1,1,logs.netflix.com,192.168.1.190,Other
1763701119,11/21/2025 4:58:39,16,3,edge.microsoft.com,192.168.1.243,Other
1763701119,11/21/2025 4:58:39,1,3,edge.microsoft.com,192.168.1.243,Other
1763701119,11/21/2025 4:58:39,1,3,wpad.lan,192.168.1.243,Ads
1763701124,11/21/2025 4:58:44,16,3,google.com,192.168.1.243,Other
1763701124,11/21/2025 4:58:44,1,17,google.com,192.168.1.243,Other
1763701129,11/21/2025 4:58:49,16,17,espresso-pa.clients6.google.com,192.168.1.243,Other
1763701129,11/21/2025 4:58:49,1,17,espresso-pa.clients6.google.com,192.168.1.243,Other
1763701140,11/21/2025 4:59:00,2,1,logs.netflix.com,192.168.1.190,Other
1763701140,11/21/2025 4:59:00,1,1,logs.netflix.com,192.168.1.190,Other
1763701144,11/21/2025 4:59:04,16,2,apis.google.com,192.168.1.243,Other
1763701144,11/21/2025 4:59:04,1,2,apis.google.com,192.168.1.243,Other
1763701144,11/21/2025 4:59:04,16,3,www.google.com,192.168.1.243,Other
1763701144,11/21/2025 4:59:04,1,17,www.google.com,192.168.1.243,Other
1763701145,11/21/2025 4:59:05,1,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763701145,11/21/2025 4:59:05,2,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763701145,11/21/2025 4:59:05,1,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763701145,11/21/2025 4:59:05,2,1,acr-us-prd.samsungcloud.tv,192.168.1.190,IoT Telemetry
1763701160,11/21/2025 4:59:20,16,3,clients2.google.com,192.168.1.243,Other
1763701160,11/21/2025 4:59:20,1,3,clients2.google.com,192.168.1.243,Other
1763701161,11/21/2025 4:59:21,2,1,logs.netflix.com,192.168.1.190,Other
1763701161,11/21/2025 4:59:21,1,1,logs.netflix.com,192.168.1.190,Other
1763701201,11/21/2025 5:00:01,6,3,190.1.168.192.in-addr.arpa,127.0.0.1,Ads
1763701201,11/21/2025 5:00:01,6,3,1.0.0.127.in-addr.arpa,127.0.0.1,Ads
1763701201,11/21/2025 5:00:01,6,3,243.1.168.192.in-addr.arpa,127.0.0.1,Ads
1763701201,11/21/2025 5:00:01,6,3,222.222.67.208.in-addr.arpa,127.0.0.1,Ads
1763701201,11/21/2025 5:00:01,6,17,220.220.67.208.in-addr.arpa,127.0.0.1,Ads
1763701203,11/21/2025 5:00:03,16,17,waa-pa.clients6.google.com,192.168.1.243,Other
1763701203,11/21/2025 5:00:03,1,17,waa-pa.clients6.google.com,192.168.1.243,Other
1763701217,11/21/2025 5:00:17,16,17,platform.virdocs.com,192.168.1.243,Other
1763701217,11/21/2025 5:00:17,1,3,platform.virdocs.com,192.168.1.243,Other
1763701239,11/21/2025 5:00:39,16,3,edge.microsoft.com,192.168.1.243,Other
1763701239,11/21/2025 5:00:39,1,3,edge.microsoft.com,192.168.1.243,Other
1763701239,11/21/2025 5:00:39,1,3,wpad.lan,192.168.1.243,Ads
1763701265,11/21/2025 5:01:05,16,17,play.google.com,192.168.1.243,Other
1763701265,11/21/2025 5:01:05,1,3,play.google.com,192.168.1.243,Other
1763701265,11/21/2025 5:01:05,16,3,google.com,192.168.1.243,Other
1763701265,11/21/2025 5:01:05,1,3,google.com,192.168.1.243,Other
1763701265,11/21/2025 5:01:05,16,1,beacons.gcp.gvt2.com,192.168.1.243,Other
1763701265,11/21/2025 5:01:05,1,1,beacons.gcp.gvt2.com,192.168.1.243,Other
1763701265,11/21/2025 5:01:05,16,1,beacons2.gvt2.com,192.168.1.243,Other
1763701265,11/21/2025 5:01:05,1,1,beacons2.gvt2.com,192.168.1.243,Other
1763701267,11/21/2025 5:01:07,16,3,clients2.google.com,192.168.1.243,Other
1763701267,11/21/2025 5:01:07,1,3,clients2.google.com,192.168.1.243,Other
1763701270,11/21/2025 5:01:10,16,17,espresso-pa.clients6.google.com,192.168.1.243,Other
1763701270,11/21/2025 5:01:10,1,3,espresso-pa.clients6.google.com,192.168.1.243,Other
1763701277,11/21/2025 5:01:17,16,1,beacons.gvt2.com,192.168.1.243,Other
1763701277,11/21/2025 5:01:17,1,1,beacons.gvt2.com,192.168.1.243,Other
1763701277,11/21/2025 5:01:17,16,1,beacons3.gvt2.com,192.168.1.243,Other
1763701277,11/21/2025 5:01:17,1,1,beacons3.gvt2.com,192.168.1.243,Other
1763701280,11/21/2025 5:01:20,16,1,beacons4.gvt2.com,192.168.1.243,Other
1763701280,11/21/2025 5:01:20,1,1,beacons4.gvt2.com,192.168.1.243,Other
1763701292,11/21/2025 5:01:32,16,1,beacons5.gvt2.com,192.168.1.243,Other
1763701292,11/21/2025 5:01:32,1,1,beacons5.gvt2.com,192.168.1.243,Other
1763701301,11/21/2025 5:01:41,16,9,beacons5.gvt3.com,192.168.1.243,Other
1763701301,11/21/2025 5:01:41,1,9,beacons5.gvt3.com,192.168.1.243,Other
1763701309,11/21/2025 5:01:49,16,2,safebrowsing.googleapis.com,192.168.1.243,Other
1763701309,11/21/2025 5:01:49,1,2,safebrowsing.googleapis.com,192.168.1.243,Other
1763701337,11/21/2025 5:02:17,16,17,platform.virdocs.com,192.168.1.243,Other
1763701337,11/21/2025 5:02:17,1,3,platform.virdocs.com,192.168.1.243,Other
1763701337,11/21/2025 5:02:17,16,1,beacons.gcp.gvt2.com,192.168.1.243,Other
1763701337,11/21/2025 5:02:17,1,1,beacons.gcp.gvt2.com,192.168.1.243,Other
1763701340,11/21/2025 5:02:20,16,1,beacons.gvt2.com,192.168.1.243,Other
1763701340,11/21/2025 5:02:20,1,1,beacons.gvt2.com,192.168.1.243,Other
1763701346,11/21/2025 5:02:26,16,1,beacons2.gvt2.com,192.168.1.243,Other
1763701346,11/21/2025 5:02:26,1,1,beacons2.gvt2.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,16,17,play.google.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,1,17,play.google.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,16,3,clients2.google.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,1,3,clients2.google.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,16,1,beacons3.gvt2.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,1,1,beacons3.gvt2.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,16,1,beacons5.gvt2.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,1,1,beacons5.gvt2.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,16,9,beacons5.gvt3.com,192.168.1.243,Other
1763701380,11/21/2025 5:03:00,1,9,beacons5.gvt3.com,192.168.1.243,Other
